DateTime,AddedIPs,RemovedIPs
1518820321,7,7
1518820921,9,2
1518821521,1,0
1518822122,7,0
1518822722,15,2
1518823321,3,0
1518823921,18,3
1518824521,7,1
1518825122,9,23
1518825722,13,0
1518826922,4,7
1518827522,4,0
1518828122,11,0
1518828722,9,2
1518829321,3,0
1518829921,1,1
1518831121,8,41
1518831721,5,0
1518832322,6,0
1518832922,4,3
1518833522,5,0
1518834121,8,2
1518834721,7,2
1518835322,6,0
1518835922,5,0
1518836521,7,0
1518837122,8,0
1518837721,15,16
1518838321,8,2
1518838922,3,4
1518839522,7,1
1518840121,6,17
1518840722,5,0
1518841321,3,0
1518841921,1,4
1518842522,7,0
1518843722,9,52
1518844321,2,0
1518844921,12,0
1518845521,3,0
1518846121,7,2
1518846722,9,0
1518847322,3,0
1518847922,2,4
1518848521,3,0
1518849122,6,2
1518849722,3,0
1518850922,5,6
1518851522,3,2
1518852122,4,0
1518852721,7,5
1518853322,7,14
1518853922,10,0
1518854522,4,3
1518855122,3,0
1518855722,3,0
1518856321,1,0
1518856921,7,0
1518857522,6,4
1518858121,25,10
1518858722,9,1
1518859321,6,0
1518859922,3,2
1518860521,5,0
1518861121,1,5
1518861721,2,0
1518862921,3,5
1518863522,4,8
1518864122,2,0
1518864721,22,1
1518865322,5,3
1518866522,1,11
1518867122,2,4
1518867721,1,0
1518868921,1,0
1518869522,3,0
1518870121,5,14
1518870722,4,5
1518871921,0,2
1518872522,5,3
1518873121,2,6
1518873722,7,5
1518874321,3,0
1518874922,10,1
1518876121,1,0
1518876722,5,11
1518877321,3,3
1518877922,2,0
1518878521,10,3
1518879122,2,0
1518879721,3,0
1518880321,3,3
1518882122,1,10
1518882722,2,0
1518883321,5,0
1518884521,5,3
1518885121,4,7
1518885722,1,0
1518886322,7,1
1518886921,3,0
1518887521,2,3
1518888122,6,0
1518889322,5,1
1518889921,1,2
1518890521,5,0
1518891122,1,2
1518891721,4,1
1518892321,8,1
1518892922,1,15
1518893522,2,1
1518894121,1,0
1518894722,2,17
1518895321,5,0
1518896522,7,13
1518897122,6,5
1518897722,5,0
1518898922,4,35
1518900121,10,3
1518900721,0,30
1518902521,2,0
1518903721,4,6
1518904321,5,2
1518904921,8,0
1518906122,2,22
1518906721,1,4
1518907322,3,1
1518907922,8,0
1518908521,4,0
1518909121,30,2
1518909722,0,19
1518910321,1,2
1518911522,5,4
1518912122,12,5
1518913323,1,4
1518913922,8,3
1518914522,2,0
1518915722,7,8
1518916321,5,0
1518916922,9,1
1518917521,3,4
1518918121,17,0
1518918722,8,1
1518919321,0,1
1518919922,0,2
1518920522,5,0
1518921122,9,12
1518922922,8,8
1518923521,2,0
1518924121,8,0
1518925322,2,15
1518925922,8,4
1518926522,5,0
1518927122,15,2
1518927721,5,0
1518928921,3,2
1518929521,4,2
1518930121,5,0
1518930721,5,15
1518931321,5,3
1518932522,3,1
1518933121,2,0
1518933721,3,2
1518934921,5,0
1518935521,2,1
1518936122,7,0
1518936721,3,0
1518937322,4,4
1518938521,15,6
1518939721,0,2
1518940322,3,0
1518940922,2,8
1518941522,7,0
1518942122,2,1
1518943321,2,3
1518943921,1,3
1518944521,8,5
1518945122,3,3
1518945722,1,0
1518946322,6,0
1518948122,5,1
1518949321,3,3
1518950522,3,4
1518951121,2,0
1518951721,7,2
1518952322,2,1
1518952922,3,0
1518954122,3,7
1518954721,2,4
1518955322,6,0
1518955921,0,1
1518956521,5,0
1518957722,4,2
1518958321,6,2
1518958921,2,0
1518959521,12,0
1518960121,4,3
1518960722,10,2
1518961322,6,0
1518961921,1,4
1518963121,12,5
1518963722,7,2
1518964321,9,7
1518964921,5,3
1518965522,2,0
1518966121,4,0
1518966721,0,22
1518967321,6,2
1518968522,2,5
1518969122,2,0
1518969721,2,6
1518970322,6,0
1518970921,2,0
1518972122,3,4
1518972721,5,0
1518973321,4,0
1518974522,3,28
1518975722,0,4
1518976321,11,6
1518976922,1,3
1518977522,7,0
1518978122,4,0
1518979322,6,7
1518979922,5,11
1518980522,3,0
1518981722,1,10
1518982922,2,4
1518984121,14,12
1518985321,4,13
1518985922,6,0
1518986521,3,8
1518987122,1,1
1518987722,3,0
1518988321,9,1
1518988921,3,0
1518990121,11,5
1518991322,5,0
1518991921,2,5
1518992521,1,3
1518993722,8,0
1518994321,8,8
1518996121,3,1
1518996722,35,0
1518997321,15,5
1518997922,2,1
1518998522,10,0
1518999723,6,7
1519000321,2,0
1519000922,6,2
1519001521,4,0
1519002122,7,3
1519002722,15,0
1519003321,3,1
1519004521,17,7
1519005122,14,0
1519005721,11,3
1519006922,8,1
1519007522,8,3
1519009322,4,9
1519010522,3,6
1519011721,6,5
1519012322,12,3
1519012921,6,0
1519013521,5,8
1519014121,13,0
1519014722,11,0
1519015322,6,0
1519016522,8,0
1519017122,6,11
1519017722,2,0
1519018922,1,6
1519020121,2,2
1519021322,5,6
1519021921,4,4
1519022521,5,3
1519023721,4,7
1519024921,17,15
1519026122,4,4
1519026722,5,1
1519027322,7,0
1519028522,5,17
1519029121,3,0
1519029722,2,7
1519030321,2,0
1519030922,6,4
1519031522,5,1
1519032121,6,0
1519032722,3,2
1519033322,7,18
1519034521,3,7
1519035121,0,3
1519035721,4,1
1519036922,1,0
1519037521,2,5
1519038122,4,7
1519038722,1,0
1519039321,2,0
