DateTime,AddedIPs,RemovedIPs
1518889709,14,8
1518890448,5,9
1518891137,7,7
1518891862,8,0
1518892825,3,10
1518893544,11,7
1518894521,10,3
1518895215,3,6
1518895945,4,0
1518896659,6,5
1518897389,7,8
1518898357,8,9
1518899058,1,0
1518900024,14,12
1518900982,4,7
1518902200,4,10
1518903143,5,5
1518904114,5,9
1518905072,6,1
1518906278,5,14
1518907221,2,4
1518908187,3,9
1518909149,12,6
1518909868,5,0
1518910930,7,10
1518911793,3,7
1518912753,6,5
1518913705,11,5
1518914666,9,9
1518915631,9,5
1518916594,11,4
1518917792,6,11
1518918750,5,9
1518919714,5,0
1518920413,5,10
1518921386,11,7
1518922099,7,13
1518922831,4,11
1518923799,9,16
1518924747,7,11
1518925466,3,0
1518926180,8,6
1518926919,5,13
1518927869,6,8
1518928825,2,10
1518929787,3,1
1518930753,4,13
1518931709,4,13
1518932419,4,0
1518933144,3,4
1518933860,1,2
1518934593,1,0
1518935796,7,11
1518936751,7,11
1518937472,4,0
1518938182,5,7
1518938903,7,8
1518939622,5,0
1518940343,6,2
1518941311,3,8
1518942016,5,0
1518942745,2,9
1518943712,5,14
1518944674,3,0
1518945394,3,9
1518946097,5,4
1518946826,7,6
1518948285,12,5
1518949221,7,6
1518949941,5,2
1518950667,4,11
1518951629,12,0
1518952597,13,13
1518953548,8,10
1518954508,6,6
1518955482,6,8
1518956455,7,15
1518957130,4,0
1518957855,10,0
1518958817,4,7
1518959544,8,6
1518960500,12,2
1518961455,3,7
1518962421,9,10
1518963383,7,7
1518964088,5,4
1518965059,5,2
1518965793,9,15
1518966513,10,0
1518967214,12,2
1518967945,10,4
1518968907,8,13
1518969631,10,0
1518970357,6,13
1518971066,8,6
1518972023,13,13
1518972983,5,9
1518973697,6,6
1518974430,5,7
1518975140,4,0
1518975866,3,10
1518976830,9,10
1518977542,2,4
1518978267,12,0
1518978994,6,4
1518979703,6,7
1518980424,6,0
1518981156,15,5
1518981858,8,5
1518982581,3,5
1518983302,4,0
1518984273,7,12
1518984993,7,19
1518985952,7,8
1518986917,6,10
1518987870,12,8
1518988828,6,10
1518989538,5,5
1518990266,4,11
1518991234,9,0
1518992196,7,14
1518992896,4,0
1518993620,9,9
1518994592,7,6
1518996591,14,31
1518997271,3,0
1518998186,8,15
1518999154,3,8
1519000104,11,6
1519001071,5,6
1519002025,6,9
1519002995,9,4
1519003949,5,8
1519004912,3,6
1519005872,7,7
1519006828,7,6
1519007789,13,11
1519008501,2,21
1519009223,7,12
1519009939,9,15
1519010666,3,0
1519011628,10,19
1519012676,10,8
1519013552,8,10
1519014512,7,6
1519015472,2,4
1519016445,8,13
1519017389,7,0
1519018350,6,13
1519019306,4,11
1519020278,6,4
1519021226,3,6
1519022190,7,8
1519023149,5,13
1519024114,2,6
1519024814,9,8
1519025546,3,0
1519026260,11,6
1519026991,4,6
1519027956,7,11
1519028902,6,5
1519029869,8,5
1519030831,11,13
1519031794,5,7
1519032748,11,0
1519033457,5,8
1519034179,7,5
1519034916,8,4
1519035868,7,8
1519036576,4,0
1519037301,9,5
1519038022,10,7
1519038993,2,7
